iter	MultiClass
160	0.6127985382
161	0.6127253554
162	0.6125657254
163	0.6124798072
164	0.6124021135
165	0.6120877485
166	0.6119992529
167	0.6119681414
168	0.6117856432
169	0.6114567774
170	0.6112306887
171	0.6110956744
172	0.6108469833
173	0.6107492388
174	0.6103212274
175	0.6101351631
176	0.6097855963
177	0.6096413112
178	0.6095261838
179	0.609427033
180	0.6093765481
181	0.6091833032
182	0.6088357814
183	0.608640849
184	0.608452828
185	0.6083183892
186	0.6082813341
187	0.6079133259
188	0.6077802411
189	0.6073826398
190	0.6073140779
191	0.6072900991
192	0.6071908628
193	0.6070797877
194	0.6070465646
195	0.6069792569
196	0.6067687136
197	0.6064726514
198	0.6060942713
199	0.6060431787
200	0.6058648488
201	0.6057655968
202	0.6056727276
203	0.6055018488
204	0.6053890458
205	0.6052361651
206	0.6049109677
207	0.6047513101
208	0.6046904948
209	0.6043346117
210	0.6039066584
211	0.603753298
212	0.6035812807
213	0.6034732963
214	0.6034288413
215	0.6032877982
216	0.6030702765
217	0.602962174
218	0.6023038886
219	0.6021857642
220	0.6018829729
221	0.6017271773
222	0.6016593908
223	0.601594613
224	0.6015203932
225	0.6013953764
226	0.6012651286
227	0.6011589187
228	0.600808327
229	0.6006531517
230	0.6004933041
231	0.6000524148
232	0.5994884682
233	0.5993734755
234	0.5991090724
235	0.5988009974
236	0.598711333
237	0.5986271372
238	0.5983989205
239	0.5980913989
240	0.5980438423
241	0.5975959482
242	0.5973761003
243	0.5973348631
244	0.5970779606
245	0.5965714615
246	0.596274091
247	0.5961302464
248	0.5956787038
249	0.5954269983
250	0.5950485611
251	0.5949457628
252	0.5948569646
253	0.5947424654
254	0.5944923004
255	0.5942460134
256	0.5940771744
257	0.5940574767
258	0.5939187012
259	0.5936823305
260	0.5936183499
261	0.593443305
262	0.5932426501
263	0.5929931945
264	0.5928079633
265	0.5927618021
266	0.5926377626
267	0.5925983488
268	0.5922899837
269	0.5921913008
270	0.5921516366
271	0.5921141337
272	0.5920606532
273	0.591904854
274	0.5917051694
275	0.591688239
276	0.5915236257
277	0.5912088247
278	0.5910500026
279	0.5910025698
280	0.5907995062
281	0.5907250521
282	0.5905863391
283	0.5904011029
284	0.5902723003
285	0.5900893752
286	0.5900467093
287	0.5899836137
288	0.5899500068
289	0.5898134589
290	0.5897392355
291	0.5893944057
292	0.5893248117
293	0.589306655
294	0.5890446486
295	0.5889080548
296	0.5886295434
297	0.5885686361
298	0.588171764
299	0.5878139387
300	0.587703962
301	0.587436611
302	0.5872833921
303	0.5866952143
304	0.5866684291
305	0.5866594645
306	0.5865472107
307	0.5865072105
308	0.5862177843
309	0.586180784
310	0.586088255
311	0.5858788293
312	0.5858269717
313	0.585796091
314	0.5855302098
315	0.5853889541
316	0.5851747208
317	0.5851414428
318	0.5848551736
319	0.584707801
320	0.5844497766
321	0.5843624301
322	0.5843227985
323	0.5842604096
324	0.5840982176
325	0.5840313972
326	0.5839231405
327	0.5837086862
328	0.583315439
329	0.5832255283
330	0.5831473902
331	0.5829835461
332	0.582570034
333	0.5825216785
334	0.5823692431
335	0.5821687084
336	0.5819832397
337	0.5819602244
338	0.5818644363
339	0.5818382288
340	0.581640737
341	0.581632022
342	0.5813896264
343	0.581341216
344	0.5812823832
345	0.5811239575
346	0.5806510521
347	0.580554457
348	0.5803363981
349	0.5802999024
350	0.5799525673
351	0.5799150069
352	0.5798711839
353	0.5798361744
354	0.579672133
355	0.5795883668
356	0.5795656753
357	0.5793376278
358	0.5791924238
359	0.5787937043
360	0.5787279904
361	0.578714059
362	0.5784813142
363	0.5782796399
364	0.5778994821
365	0.5777822165
366	0.5777432429
367	0.5776194911
368	0.5775319021
369	0.5772129119
370	0.5771767
371	0.5770332955
372	0.5767149756
373	0.5766651177
374	0.5766062776
375	0.5764868923
376	0.5764377595
377	0.5763684531
378	0.5763157766
379	0.5762336598
380	0.5761151367
381	0.575937535
382	0.5758399982
383	0.5755290454
384	0.5752486887
385	0.5752001813
386	0.5748863809
387	0.5748380592
388	0.5747736415
389	0.5745484843
390	0.5742914751
391	0.57421272
392	0.5740503327
393	0.5738843286
394	0.5738319839
395	0.5738191341
396	0.5738079834
397	0.5737356858
398	0.573696775
399	0.5735215067
400	0.5734911501
401	0.5734772075
402	0.5733930273
403	0.5730693255
404	0.5729529377
405	0.5726474067
406	0.5726271081
407	0.5723014088
408	0.5720986268
409	0.5720814996
410	0.5719007425
411	0.5718659539
412	0.5715571416
413	0.5713998493
414	0.5713402082
415	0.571214674
416	0.5711676303
417	0.5706867524
418	0.5706617572
419	0.570425695
420	0.5704120625
421	0.5702582378
422	0.5701614979
423	0.5699492419
424	0.5698199624
425	0.5695785404
426	0.5695251485
427	0.5693483045
428	0.5693023473
429	0.569165462
430	0.5690664592
431	0.5687119829
432	0.5685292299
433	0.5683214625
434	0.5682287376
435	0.5680134304
436	0.5678285892
437	0.5678099742
438	0.5677529382
439	0.5674467019
440	0.5671758194
441	0.5670731655
442	0.566929031
443	0.5667092124
444	0.5666556788
445	0.566617622
446	0.5665798046
447	0.5664513857
448	0.5664119972
449	0.5662348776
450	0.5661119037
451	0.565804588
452	0.5657946484
453	0.5657314185
454	0.5656928749
455	0.5654803282
456	0.5654002449
457	0.565239343
458	0.5650969746
459	0.5650648242
460	0.5647649033
461	0.5646803607
462	0.5644982525
463	0.5644349783
464	0.5643723557
465	0.5643636732
466	0.5642684882
467	0.5642143451
468	0.5640657215
469	0.5639706887
470	0.5639379412
471	0.56379233
472	0.5635791656
473	0.5632703636
474	0.5631907939
475	0.5629444455
476	0.5628893874
477	0.5625578615
478	0.5625043274
479	0.5623691716
480	0.562127061
481	0.5619529731
482	0.5619245788
483	0.5616191276
484	0.5615530414
485	0.5613980689
486	0.5613743394
487	0.561335324
488	0.5607771228
489	0.5607074214
490	0.5606077142
491	0.5604368101
492	0.560411874
493	0.5601961061
494	0.5601616221
495	0.5599611434
496	0.5597477977
497	0.5594787086
498	0.5594670239
499	0.5593083964
500	0.5592832388
501	0.5592427253
502	0.5589042249
503	0.5588602296
504	0.5586892528
505	0.5584890352
506	0.5584301991
507	0.5583409157
508	0.5581276959
509	0.558114259
510	0.5579695095
511	0.5577967809
512	0.5573739622
513	0.5571245673
514	0.5571135413
515	0.557067966
516	0.5569226612
517	0.5567465255
518	0.5567235031
519	0.5567107385
520	0.5565849888
521	0.5564778294
522	0.5564523472
523	0.5563213112
524	0.5562489486
525	0.5561339795
526	0.5561271899
527	0.5559818441
528	0.5559312558
529	0.5557945029
530	0.5556950313
531	0.5554745604
532	0.5553730448
533	0.5553580472
534	0.5552957713
535	0.5551753388
536	0.5550320517
537	0.5550041278
538	0.5546717076
539	0.5545268116
540	0.5545077613
541	0.554266928
542	0.5542532804
543	0.5542437042
544	0.5542361842
545	0.5542273145
546	0.5542170143
547	0.5542056501
548	0.5541378608
549	0.5540988074
550	0.5540918658
551	0.553971002
552	0.5535630255
553	0.5535107565
554	0.5532843143
555	0.553166561
556	0.5529289289
557	0.5527306134
558	0.5525926562
559	0.5523653684
560	0.5521988244
561	0.5520002214
562	0.5518900948
563	0.5518205474
564	0.5518003251
565	0.5517734303
566	0.5516316634
567	0.5515868279
568	0.5514219532
569	0.5512887316
570	0.5511528766
571	0.5510904483
572	0.5509726671
573	0.5508603472
574	0.5507160842
575	0.5506854975
576	0.5505559632
577	0.5504969829
578	0.550476007
579	0.5503322277
580	0.5503181759
581	0.5501967333
582	0.5501043152
583	0.5500300975
584	0.5499407061
585	0.5497980301
586	0.5497169846
587	0.5496344431
588	0.5494246877
589	0.5492613299
590	0.5489381761
591	0.5487505775
592	0.5487109214
593	0.5485348836
594	0.5483769623
595	0.5483084037
596	0.5482795822
597	0.5482491317
598	0.5482382133
599	0.5478469682
600	0.5476077124
601	0.5475459128
602	0.5474540197
603	0.5474477964
604	0.5473578479
605	0.5469557048
606	0.5469189568
607	0.5468221632
608	0.5467455741
609	0.5466132624
610	0.5465675106
611	0.5465617722
612	0.5464678746
613	0.5462418753
614	0.5461890764
615	0.5461715824
616	0.5461612771
617	0.5461046496
618	0.5460516791
619	0.5460118958
620	0.5458994239
621	0.5458933168
622	0.5456106287
623	0.5454362253
624	0.5454057452
625	0.5452310073
626	0.5452139434
627	0.54519756
628	0.5451576175
629	0.5451277612
630	0.5450117672
631	0.5448141218
632	0.5447940848
633	0.5446955994
634	0.5446722203
635	0.5445241522
636	0.5443890853
637	0.5442463022
638	0.5442399428
639	0.5442180228
640	0.5441212369
641	0.5439834251
642	0.5437787372
643	0.5436173589
644	0.5433137334
645	0.543274038
646	0.5429574835
647	0.5428055535
648	0.5427354241
649	0.542536368
650	0.5424669998
651	0.5423465157
652	0.5420938096
653	0.5419933904
654	0.5419869821
655	0.5418786795
656	0.5418693072
657	0.5415689325
658	0.5413772362
659	0.5413359921
660	0.5413188968
661	0.5412735334
662	0.5410246463
663	0.5410154256
664	0.5408924475
665	0.5408460028
666	0.5407900542
667	0.5404844941
668	0.5404415338
669	0.5402884365
670	0.5401567369
671	0.5401154777
672	0.5399604477
673	0.5396687324
674	0.5396203343
675	0.5395806366
676	0.5395346201
677	0.5391810143
678	0.5391559174
679	0.5390891411
680	0.5390820414
681	0.5389601081
682	0.5387772254
683	0.538702756
684	0.5385051964
685	0.5384500028
686	0.5383440729
687	0.5382598405
688	0.538234715
689	0.5382132682
690	0.5381753359
691	0.5381243309
692	0.5379235451
693	0.5379168782
694	0.5378813205
695	0.5378762719
696	0.5378179651
697	0.5378097019
698	0.537629203
699	0.5375614947
700	0.5374369965
701	0.537252933
702	0.537138725
703	0.5369414814
704	0.5368803362
705	0.5366331309
706	0.5366003697
707	0.5365376806
708	0.5364692819
709	0.536430921
710	0.5362840275
711	0.5360890659
712	0.5360761421
713	0.5360344492
714	0.535841929
715	0.5356785998
716	0.5356051654
717	0.5355205875
718	0.5353662275
719	0.5352947963
720	0.535071841
721	0.535015759
722	0.5349215589
723	0.5348195399
724	0.5348079284
725	0.5347555721
726	0.5346269293
727	0.5345873896
728	0.5345364432
729	0.5345182446
730	0.5345023201
731	0.5342896766
732	0.5342252609
733	0.5341032374
734	0.5340870498
735	0.5338320874
736	0.5337814249
737	0.5336934229
738	0.5336079416
739	0.5334135272
740	0.5332813374
741	0.5332238206
742	0.533213885
743	0.5331745659
744	0.5331238725
745	0.5329994583
746	0.5328133723
747	0.5326242319
748	0.5326037831
749	0.5325134719
750	0.5324582631
751	0.5322022518
752	0.5321935295
753	0.53218555
754	0.5321625655
755	0.5320822496
756	0.5318977018
757	0.5318676007
758	0.5316581961
759	0.5315871668
760	0.5312754823
761	0.5312264083
762	0.5311975718
763	0.5308867768
764	0.5307373138
765	0.5306262125
766	0.5304631249
767	0.5303893049
768	0.5302238799
769	0.5302173155
770	0.5300014903
771	0.5299739405
772	0.5298534024
773	0.5298485401
774	0.5297579649
775	0.5296457262
776	0.5295198859
777	0.5295016215
778	0.5293205493
779	0.5293132562
780	0.5291925111
781	0.5290642714
782	0.5289681109
783	0.5289528143
784	0.5288177584
785	0.5286329649
786	0.5286070276
787	0.5284169148
788	0.5283712023
789	0.5282820499
790	0.5281283548
791	0.5280406686
792	0.5280079686
793	0.5279222529
794	0.5276483771
795	0.5275024215
796	0.5274933752
797	0.5273981942
798	0.5271310758
799	0.5270401657
800	0.5270170335
801	0.5269558927
802	0.5268799185
803	0.5267539576
804	0.526740109
805	0.5266026297
806	0.5265450758
807	0.5264880817
808	0.5264843601
809	0.5264286502
810	0.5264169516
811	0.5263239517
812	0.5261280703
813	0.5259612887
814	0.5259028361
815	0.525673406
816	0.525636471
817	0.5256272793
818	0.5255740713
819	0.5254787833
820	0.5254441916
821	0.5253113957
822	0.5250569124
823	0.5249407234
824	0.5248468616
825	0.5245839635
826	0.5242945337
827	0.5241055487
828	0.5240968837
829	0.52401726
830	0.5236966241
831	0.5236793651
832	0.5235341354
833	0.5235041784
834	0.5233755728
835	0.5232218043
836	0.5230710303
837	0.5228805381
838	0.5228484013
839	0.522659083
840	0.5224992282
841	0.5224924471
842	0.5224524222
843	0.5223696069
844	0.5222051673
845	0.5220627511
846	0.5219814627
847	0.5219592568
848	0.5218159312
849	0.5217217515
850	0.5215241016
851	0.5214678755
852	0.5213762765
853	0.5209870612
854	0.5209683227
855	0.5208188536
856	0.5207475093
857	0.5206470077
858	0.5204860942
859	0.520345501
860	0.5202375681
861	0.5200031847
862	0.5198830275
863	0.5198639182
864	0.5196854321
865	0.5196252515
866	0.5195731353
867	0.519468498
868	0.51929925
869	0.5191507885
870	0.5191372449
871	0.5191291279
872	0.5189436422
873	0.5189284232
874	0.518857801
875	0.5188305505
876	0.5186986348
877	0.5186507725
878	0.5185478064
879	0.5185280871
880	0.5184786878
881	0.5184297666
882	0.5183948138
883	0.5183366889
884	0.518330747
885	0.5183256438
886	0.5182636514
887	0.5181394412
888	0.518020479
889	0.5178522365
890	0.5178124306
891	0.5177888826
892	0.5177303795
893	0.5176595335
894	0.5176439681
895	0.5176098857
896	0.5175305746
897	0.517382315
898	0.517305525
899	0.5172629004
900	0.5171230415
901	0.5170882583
902	0.5168849705
903	0.5168007665
904	0.5167212813
905	0.5166199496
906	0.5163630798
907	0.5162253252
908	0.516133712
909	0.5160296051
910	0.5158298102
911	0.5157994679
912	0.5156505016
913	0.5156204873
914	0.5155267121
915	0.5154842362
916	0.5154489179
917	0.5153390352
918	0.5153260235
919	0.5152832684
920	0.515019881
921	0.5149909968
922	0.5149494629
923	0.5146949294
924	0.5145187518
925	0.5144583865
926	0.514402296
927	0.5143018621
928	0.5142643138
929	0.5139976399
930	0.513982081
931	0.5137766575
932	0.5134966767
933	0.5133585077
934	0.5130738047
935	0.5129996249
936	0.5128441277
937	0.5128015832
938	0.5126912433
939	0.5125476198
940	0.5124887928
941	0.5124215085
942	0.5123580976
943	0.5123278911
944	0.5121137704
945	0.5118322053
946	0.5118214588
947	0.5118144181
948	0.5118010398
949	0.5117756047
950	0.5116809011
951	0.5116364351
952	0.5114564272
953	0.5113729042
954	0.5113246273
955	0.5113051241
956	0.5111412673
957	0.5109392203
958	0.5108683382
959	0.5108547359
960	0.5106851575
961	0.5105205221
962	0.5103094887
963	0.5102793254
964	0.5102589056
965	0.5101249972
966	0.5099908496
967	0.5099604746
968	0.5097731652
969	0.5096617211
970	0.5096219787
971	0.5094889273
972	0.5094209691
973	0.5092818025
974	0.5091328796
975	0.509079959
976	0.5089819567
977	0.5088284646
978	0.5087567102
979	0.5086476086
980	0.5086442664
981	0.5085870237
982	0.5085517049
983	0.5084701142
984	0.508265337
985	0.5081377124
986	0.5079804458
987	0.507914262
988	0.5077676237
989	0.5076629871
990	0.5075117743
991	0.5074208934
992	0.5074024627
993	0.5072780138
994	0.5072653308
995	0.507218839
996	0.5071585151
997	0.5070720677
998	0.5068867008
999	0.5067764203
